Chemin,Nom,Taille (Mo),Modifié,Âge (jours),Catégorie
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\optimize\_lsap.cp314-win_amd64.pyd,_lsap.cp314-win_amd64.pyd,0.17,2026-04-17 11:13:53,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\sparse\csgraph\_matching.cp314-win_amd64.pyd,_matching.cp314-win_amd64.pyd,0.17,2026-04-17 11:14:05,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-chebyshev-ml-iris.txt,pdist-chebyshev-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-cityblock-ml-iris.txt,pdist-cityblock-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-correlation-ml-iris.txt,pdist-correlation-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-cosine-ml-iris.txt,pdist-cosine-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-euclidean-ml-iris.txt,pdist-euclidean-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-minkowski-3.2-ml-iris.txt,pdist-minkowski-3.2-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-minkowski-5.8-ml-iris.txt,pdist-minkowski-5.8-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-seuclidean-ml-iris.txt,pdist-seuclidean-ml-iris.txt,0.17,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sklearn\cluster\_hdbscan\_tree.cp314-win_amd64.pyd,_tree.cp314-win_amd64.pyd,0.17,2026-04-17 11:18:11,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sympy\physics\control\lti.py,lti.py,0.17,2026-04-17 11:10:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sympy\tensor\tensor.py,tensor.py,0.17,2026-04-17 11:10:33,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\testing\_internal\common_nn.py,common_nn.py,0.17,2026-04-17 11:16:20,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_inductor\codecache.py,codecache.py,0.17,2026-04-17 11:15:32,77,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_inductor\select_algorithm.py,select_algorithm.py,0.17,2026-04-17 11:15:32,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\transformers\tokenization_utils_base.py,tokenization_utils_base.py,0.17,2026-04-17 11:21:16,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\transformers\models\qwen2_5_omni\modeling_qwen2_5_omni.py,modeling_qwen2_5_omni.py,0.17,2026-04-17 11:21:35,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\transformers\models\qwen3_omni_moe\modeling_qwen3_omni_moe.py,modeling_qwen3_omni_moe.py,0.17,2026-04-17 11:21:35,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Zotero\styles\chicago-shortened-notes-bibliography.csl,chicago-shortened-notes-bibliography.csl,0.17,2026-06-04 22:00:55,28,📂 AUTRE
C:\Users\PROBOOK 650 G3\Zotero\translators\BibTeX.js,BibTeX.js,0.17,2010-01-01 00:00:00,6027,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\_bfe88836-2086-4dcd-a6b7-653d42da0a9d.jpg,_bfe88836-2086-4dcd-a6b7-653d42da0a9d.jpg,0.17,2026-05-24 10:02:47,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\_f804290b-649c-4ffd-b997-79aba926c64a.jpg,_f804290b-649c-4ffd-b997-79aba926c64a.jpg,0.17,2026-05-24 10:02:34,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_resources\4daf7e5009d952d14c17d5ffb213e6a2_MIT3_11F99_edgedn.pdf,4daf7e5009d952d14c17d5ffb213e6a2_MIT3_11F99_edgedn.pdf,0.17,2026-05-21 22:51:40,42,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\chtml.6d770228eab9e53d696f.js,chtml.6d770228eab9e53d696f.js,0.17,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M2-03 Add annotations to designs\Post-frame_project.dwg,Post-frame_project.dwg,0.17,2023-06-12 17:56:50,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-02 Create and edit geometry\Site_Boundary_Final.dwg,Site_Boundary_Final.dwg,0.17,2023-06-12 17:56:50,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M5-01 Provide design feedback\Practice Exercise\X-Site_final.dwg,X-Site_final.dwg,0.17,2023-06-12 18:06:36,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\Sans titre.skb,Sans titre.skb,0.17,2025-12-18 22:19:29,196,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\2026 SOMMAIRE  OFFRE FINANCIERE etudiant (2).docx,2026 SOMMAIRE  OFFRE FINANCIERE etudiant (2).docx,0.16,2026-06-05 17:23:17,27,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\iona_v2_platform (2).zip,iona_v2_platform (2).zip,0.16,2026-06-01 18:29:43,31,🗜️ ARCHIVE
C:\Users\PROBOOK 650 G3\Downloads\iona_v2_platform.zip,iona_v2_platform.zip,0.16,2026-06-01 19:16:34,31,🗜️ ARCHIVE
C:\Users\PROBOOK 650 G3\Downloads\Non confirmé 224670.crdownload,Non confirmé 224670.crdownload,0.16,2026-06-14 22:34:44,18,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\node-main.7698f0ce8b380e006f56.js,node-main.7698f0ce8b380e006f56.js,0.16,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M2-02 Apply annotative scaling to design content\Annotative_Properties_Final.dwg,Annotative_Properties_Final.dwg,0.16,2023-06-12 17:56:49,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-01 Reuse and leverage existing design content\Practice Exercise\Villa_Elevation.dwg,Villa_Elevation.dwg,0.16,2023-06-12 18:06:12,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-01 Reuse and leverage existing design content\Practice Exercise\Villa_Elevation_Final.dwg,Villa_Elevation_Final.dwg,0.16,2023-06-12 18:06:11,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Kennedy_Residence-plans.dwg,Kennedy_Residence-plans.dwg,0.16,2023-06-12 17:56:49,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Kennedy_Residence-plans_Final.dwg,Kennedy_Residence-plans_Final.dwg,0.16,2023-06-12 17:56:50,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Practice Exercise\Res\Structural Base1.dwg,Structural Base1.dwg,0.16,2023-06-12 18:06:34,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M5-01 Provide design feedback\Practice Exercise\X-Site.dwg,X-Site.dwg,0.16,2023-06-12 18:06:34,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1745055875_1_6372.log,Log_ul-1745055875_1_6372.log,0.16,2025-04-20 01:55:17,439,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1762124694_1_17716.log,Log_ul-1762124694_1_17716.log,0.16,2025-11-03 00:46:20,242,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1763065238_1_26788.log,Log_ul-1763065238_1_26788.log,0.16,2025-11-13 22:25:12,231,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1764936738_1_54848.log,Log_ul-1764936738_1_54848.log,0.16,2025-12-05 13:52:52,210,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1773912706_1_17012.log,Log_ul-1773912706_1_17012.log,0.16,2026-03-19 10:51:23,106,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\ast.dat,ast.dat,0.16,2026-04-17 11:13:26,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\blo.dat,blo.dat,0.16,2026-04-17 11:13:27,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\da.dat,da.dat,0.16,2026-04-17 11:13:27,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\is.dat,is.dat,0.16,2026-04-17 11:13:30,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\so.dat,so.dat,0.16,2026-04-17 11:13:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\tk.dat,tk.dat,0.16,2026-04-17 11:13:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\ur.dat,ur.dat,0.16,2026-04-17 11:13:32,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\numpy\_core\tests\test_numeric.py,test_numeric.py,0.16,2026-04-17 11:12:20,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,w64-arm.exe,0.16,2026-04-16 19:28:11,77,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\optimize\_lbfgsb.cp314-win_amd64.pyd,_lbfgsb.cp314-win_amd64.pyd,0.16,2026-04-17 11:13:52,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\optimize\_slsqplib.cp314-win_amd64.pyd,_slsqplib.cp314-win_amd64.pyd,0.16,2026-04-17 11:14:00,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\sparse\csgraph\_flow.cp314-win_amd64.pyd,_flow.cp314-win_amd64.pyd,0.16,2026-04-17 11:14:05,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\tests\data\pdist-jensenshannon-ml-iris.txt,pdist-jensenshannon-ml-iris.txt,0.16,2026-04-17 11:14:07,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\setuptools\_vendor\more_itertools\more.py,more.py,0.16,2026-04-17 11:11:40,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sklearn\tree\_criterion.cp314-win_amd64.pyd,_criterion.cp314-win_amd64.pyd,0.16,2026-04-17 11:18:15,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sympy\matrices\matrixbase.py,matrixbase.py,0.16,2026-04-17 11:10:29,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sympy\matrices\tests\test_matrices.py,test_matrices.py,0.16,2026-04-17 11:10:30,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sympy\matrices\tests\test_matrixbase.py,test_matrixbase.py,0.16,2026-04-17 11:10:30,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\include\fmt\format.h,format.h,0.16,2026-04-17 11:16:10,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\include\pybind11\pybind11.h,pybind11.h,0.16,2026-04-17 11:16:11,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_dynamo\trace_rules.py,trace_rules.py,0.16,2026-04-17 11:15:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_inductor\codegen\wrapper.py,wrapper.py,0.16,2026-04-17 11:15:33,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_inductor\runtime\triton_heuristics.py,triton_heuristics.py,0.16,2026-04-17 11:15:34,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\transformers\utils\auto_docstring.py,auto_docstring.py,0.16,2026-04-17 11:21:38,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Zotero\styles\chicago-author-date.csl,chicago-author-date.csl,0.16,2026-06-04 22:00:55,28,📂 AUTRE
C:\Users\PROBOOK 650 G3\Zotero\translators\OpenAlex JSON.js,OpenAlex JSON.js,0.16,2010-01-01 00:00:00,6027,📂 AUTRE
C:\Users\PROBOOK 650 G3\Zotero\translators\Primo Normalized XML.js,Primo Normalized XML.js,0.16,2010-01-01 00:00:00,6027,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\2026 SOMMAIRE  OFFRE FINANCIERE etudiant (2).docx,2026 SOMMAIRE  OFFRE FINANCIERE etudiant (2).docx,0.16,2026-06-05 17:23:17,27,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\iona_v2_platform (2).zip,iona_v2_platform (2).zip,0.16,2026-06-01 18:29:43,31,🗜️ ARCHIVE
C:\Users\PROBOOK 650 G3\Downloads\iona_v2_platform.zip,iona_v2_platform.zip,0.16,2026-06-01 19:16:34,31,🗜️ ARCHIVE
C:\Users\PROBOOK 650 G3\Downloads\Non confirmé 224670.crdownload,Non confirmé 224670.crdownload,0.16,2026-06-14 22:34:44,18,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\node-main.7698f0ce8b380e006f56.js,node-main.7698f0ce8b380e006f56.js,0.16,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M2-02 Apply annotative scaling to design content\Annotative_Properties_Final.dwg,Annotative_Properties_Final.dwg,0.16,2023-06-12 17:56:49,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-01 Reuse and leverage existing design content\Practice Exercise\Villa_Elevation.dwg,Villa_Elevation.dwg,0.16,2023-06-12 18:06:12,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-01 Reuse and leverage existing design content\Practice Exercise\Villa_Elevation_Final.dwg,Villa_Elevation_Final.dwg,0.16,2023-06-12 18:06:11,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Kennedy_Residence-plans.dwg,Kennedy_Residence-plans.dwg,0.16,2023-06-12 17:56:49,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Kennedy_Residence-plans_Final.dwg,Kennedy_Residence-plans_Final.dwg,0.16,2023-06-12 17:56:50,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Practice Exercise\Res\Structural Base1.dwg,Structural Base1.dwg,0.16,2023-06-12 18:06:34,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M5-01 Provide design feedback\Practice Exercise\X-Site.dwg,X-Site.dwg,0.16,2023-06-12 18:06:34,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\dessin.dxf,dessin.dxf,0.15,2026-03-19 11:41:38,106,📂 AUTRE
C:\Users\PROBOOK 650 G3\Desktop\synthese_specialites_v2.txt,synthese_specialites_v2.txt,0.15,2026-06-29 16:35:31,4,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Documents\Essaie01.skp,Essaie01.skp,0.15,2025-12-19 17:49:30,195,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\M.dwg,M.dwg,0.15,2025-06-07 12:12:51,391,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\FTN95 Examples\clearwin\SMITH.BMP,SMITH.BMP,0.15,1996-02-21 11:54:42,11090,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Documents\FTN95 Examples\NET\Visual ClearWin\S19 HTML Help\Application\vcw.chm,vcw.chm,0.15,2003-06-11 12:11:42,8423,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\FTN95 Examples\NET\Visual ClearWinVB\S19 HTML Help\Application\vcw.chm,vcw.chm,0.15,2003-06-11 12:11:42,8423,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\PPSSPP_STATE\ULES00945_1.00_0.undo.jpg,ULES00945_1.00_0.undo.jpg,0.15,2025-04-24 15:14:31,435,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\Cover Letter Toolkit for Engineering Students.pdf,Cover Letter Toolkit for Engineering Students.pdf,0.15,2026-05-25 13:28:38,39,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\gpt-image-2_Ultra_futuristic_AI_civil_engineering_dashboard_interface_cinematic_Korean_webto-0.jpg,gpt-image-2_Ultra_futuristic_AI_civil_engineering_dashboard_interface_cinematic_Korean_webto-0.jpg,0.15,2026-05-24 09:45:43,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\gpt-image-2_World-class_futuristic_SaaS_interface_for_an_AI-powered_civil_engineering_platfo-0.jpg,gpt-image-2_World-class_futuristic_SaaS_interface_for_an_AI-powered_civil_engineering_platfo-0.jpg,0.15,2026-05-24 09:48:47,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_resources\553143e79f49593d7161e4e700beafcd_MIT3_11F99_steel.pdf,553143e79f49593d7161e4e700beafcd_MIT3_11F99_steel.pdf,0.15,2026-05-21 22:51:40,42,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_resources\c36a75d24530428fd0afc1ef98306d7a_MIT3_11F99_tungsten.pdf,c36a75d24530428fd0afc1ef98306d7a_MIT3_11F99_tungsten.pdf,0.15,2026-05-21 22:51:40,42,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\fonts\Helvetica-Light.70359849afb40079a1c8.ttf,Helvetica-Light.70359849afb40079a1c8.ttf,0.15,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\images\course_image.5f27062ec0987f54efcf.jpg,course_image.5f27062ec0987f54efcf.jpg,0.15,2026-05-21 22:51:40,42,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\svg.37197cc0fcffc93a5e5a.js,svg.37197cc0fcffc93a5e5a.js,0.15,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\Course_Challenge_dataset\Clinic_sheet_Final.dwg,Clinic_sheet_Final.dwg,0.15,2023-06-12 18:07:27,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M2-02 Apply annotative scaling to design content\Annotative_Properties.dwg,Annotative_Properties.dwg,0.15,2023-06-12 17:56:48,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-02 Create and edit geometry\Site_Boundary.dwg,Site_Boundary.dwg,0.15,2023-06-12 17:56:48,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M3-04 Draw and edit with precision\Shaft_assembly_Final.dwg,Shaft_assembly_Final.dwg,0.15,2023-06-12 17:56:47,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Kitchen_Design.dwg,Kitchen_Design.dwg,0.15,2023-06-12 17:56:48,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-01 Configure production drawing output\Kitchen_Design_FInal.dwg,Kitchen_Design_FInal.dwg,0.15,2023-06-12 17:56:48,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1740258557_1_7440.log,Log_ul-1740258557_1_7440.log,0.15,2025-02-22 22:27:41,495,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1765040916_1_67356.log,Log_ul-1765040916_1_67356.log,0.15,2025-12-06 20:10:33,208,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1766152586_1_16568.log,Log_ul-1766152586_1_16568.log,0.15,2025-12-19 15:10:19,196,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Pictures\EPREUVE\IMG-20250717-WA0100.jpg,IMG-20250717-WA0100.jpg,0.15,2026-05-24 12:41:06,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Pictures\EPREUVE\IMG-20250717-WA0102.jpg,IMG-20250717-WA0102.jpg,0.15,2026-05-24 12:36:52,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Pictures\Screenshots\8.jpg,8.jpg,0.15,2025-08-07 09:55:32,330,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Pictures\Screenshots\Capture d'écran 2025-12-19 092233.png,Capture d'écran 2025-12-19 092233.png,0.15,2025-12-19 09:22:31,196,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Pictures\Screenshots\Capture d'écran 2025-12-19 092410.png,Capture d'écran 2025-12-19 092410.png,0.15,2025-12-19 09:24:10,196,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Pictures\Screenshots\IMG-20250807-WA0040.jpg,IMG-20250807-WA0040.jpg,0.15,2025-08-07 17:50:25,329,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\typing_extensions.py,typing_extensions.py,0.15,2026-04-17 11:10:26,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\brx.dat,brx.dat,0.15,2026-04-17 11:13:27,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\gl.dat,gl.dat,0.15,2026-04-17 11:13:29,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\ko.dat,ko.dat,0.15,2026-04-17 11:13:30,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\pcm.dat,pcm.dat,0.15,2026-04-17 11:13:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\ps.dat,ps.dat,0.15,2026-04-17 11:13:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\sd.dat,sd.dat,0.15,2026-04-17 11:13:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\sq.dat,sq.dat,0.15,2026-04-17 11:13:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\vec.dat,vec.dat,0.15,2026-04-17 11:13:32,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\zh.dat,zh.dat,0.15,2026-04-17 11:13:32,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\babel\locale-data\zh_Hant.dat,zh_Hant.dat,0.15,2026-04-17 11:13:32,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\dateutil\zoneinfo\dateutil-zoneinfo.tar.gz,dateutil-zoneinfo.tar.gz,0.15,2026-04-17 11:14:55,77,🗜️ ARCHIVE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\huggingface_hub\inference\_client.py,_client.py,0.15,2026-04-17 11:21:00,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\huggingface_hub\inference\_generated\_async_client.py,_async_client.py,0.15,2026-04-17 11:21:00,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\justext\stoplists\Kannada.txt,Kannada.txt,0.15,2026-04-17 11:20:46,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\justext\stoplists\Tamil.txt,Tamil.txt,0.15,2026-04-17 11:20:46,77,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\kubernetes\client\api\autoscaling_v1_api.py,autoscaling_v1_api.py,0.15,2026-04-17 11:19:40,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\kubernetes\client\api\autoscaling_v2_api.py,autoscaling_v2_api.py,0.15,2026-04-17 11:19:40,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\kubernetes\client\api\certificates_v1_api.py,certificates_v1_api.py,0.15,2026-04-17 11:19:41,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\kubernetes\client\api\policy_v1_api.py,policy_v1_api.py,0.15,2026-04-17 11:19:42,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\kubernetes-35.0.0.dist-info\RECORD,RECORD,0.15,2026-04-17 11:20:45,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\numpy\random\bit_generator.cp314-win_amd64.pyd,bit_generator.cp314-win_amd64.pyd,0.15,2026-04-17 11:12:17,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\numpy\_core\lib\npymath.lib,npymath.lib,0.15,2026-04-17 11:12:19,77,📂 AUTRE
